anio;EMPRESA;TOTAL
11/2016;"TRANSPORTE DEL SUR S.R.L.";689674
11/2016;"TRANSPORTE ESCALADA S.A.T.";1024066
11/2016;"TRANSPORTE IDEAL SAN JUSTO S.A.";3650271
11/2016;"TRANSPORTE JOSE HERNANDEZ S.A.C.I.";601962
11/2016;"TRANSPORTE LA UNION SA";1118281
11/2016;"TRANSPORTE LARRAZABAL C.I.S.A.";4362101
11/2016;"TRANSPORTE NUEVE DE JULIO SAC.";861560
11/2016;"TRANSPORTES 1º SEPTIEMBRE S.A.";766617
11/2016;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";488312
11/2016;"TRANSPORTES 270 S.A.";843009
11/2016;"TRANSPORTES ALMIRANTE BROWN S.A.";1319924
11/2016;"TRANSPORTES ATLANTIDA S.A.C.";1606906
11/2016;"TRANSPORTES AUTOMOTORES  LANUS ESTE S.A.";1009623
11/2016;"TRANSPORTES AUTOMOTORES CALLAO S.A.";2612947
11/2016;"TRANSPORTES AUTOMOTORES RIACHUELO S.A.";2843644
11/2016;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1350533
11/2016;"TRANSPORTES COLEGIALES S.A.C.I.";880710
11/2016;"TRANSPORTES DEL TEJAR S.A.";713205
11/2016;"TRANSPORTES LA PERLITA S.A.";9175965
11/2016;"TRANSPORTES LINEA 123 S.A.C.I.";379062
11/2016;"TRANSPORTES LOPE DE VEGA S.A.C.I.";3424787
11/2016;"TRANSPORTES NUEVA CHICAGO C.I.S.A.";1480891
11/2016;"TRANSPORTES QUIRNO COSTA S.A.C.I.";899964
11/2016;"TRANSPORTES RIO GRANDE S.A.C.I.F.";2531554
11/2016;"TRANSPORTES SAN CAYETANO S.A.C.";440364
11/2016;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1907634
11/2016;"TRANSPORTES SANTA FE S.A.C.I.";1588393
11/2016;"TRANSPORTES SESENTA Y OCHO S.R.L.";1182032
11/2016;"TRANSPORTES SOL DE MAYO C.I.S.A.";787450
11/2016;"TRANSPORTES SUR-NOR C.I.S.A.";1899656
11/2016;"TRANSPORTES UNIDOS DE MERLO S.A.C.I.I.";2872957
11/2016;"TRANSPORTES VILLA BOSCH SAC el";791596
11/2016;"TTES.AUTOMOTORES DE PASAJEROS SIGLO XXI SA";724527
11/2016;"UNION PLATENSE SRL";3258551
11/2016;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";1082133
11/2016;"UNION TRANSPORTISTAS DE EMPRESAS SA";746678
11/2016;"UTENOR LINEA 723 UNION TRANSITORIA DE EMPRESAS";512645
11/2016;"UTENOR SA L 722";217367
11/2016;"VUELTA DE ROCHA S.A.T.C.I.";932851
11/2016;"YITOS S.A.";2273072
10/2016;"17 DE AGOSTO S.A.";941947
10/2016;"25 DE MAYO LINEA 278 S.A.";4181543
10/2016;"ALMAFUERTE EMPRESA DE TRANSPOR";4279840
10/2016;"ALMAFUERTE S.A.T.A.C.I.";1107331
10/2016;"ANTARTIDA ARGENTINA";709596
10/2016;"AUTOBUSES BUENOS AIRES SRL";1457548
10/2016;"AUTOMOTORES CALLAO";2548537
10/2016;"AUTOMOTORES LA PLATA S.A.";3049859
10/2016;"AUTOMOTORES RIACHUELO";2765319
10/2016;"AZUL S.A.";4851201
10/2016;"BERNARDINO RIVADAVIA S.A.T.A.";1943211
10/2016;"BUENOS AIRES BUS S.A.";407735
10/2016;"BUS DEL OESTE S.A.";456393
10/2016;"CARDENAS S.A. EMPRESA DE TRANSP.";1301239
10/2016;"CIUDAD DE SAN FERNANDO S.A.";2689844
10/2016;"COLECTIVEROS UNIDOS S.A";1181718
10/2016;"COMP. DE TRANPORTE VECINAL S.A";525129
10/2016;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";1949659
10/2016;"COMPAÑIA ISLEÑA S.R.L.";4649962
10/2016;"COMPAÑIA NOROESTE S.A.T.";3338266
10/2016;"COMPAÑIA TEMPERLEY S.R.L.";89464
10/2016;"COOPERATIVA 3 DE JULIO LIMITAD";386377
10/2016;"D.U.V.I. S.A.";1130446
10/2016;DOTA;4631831
10/2016;"EL LUCERO S.A.";2165100
10/2016;"EL NUEVO HALCON S.A.";2432170
10/2016;"EL PUENTE S.A.T.";1781079
10/2016;"EL RAPIDO ARGENTINO";3885
10/2016;"EL URBANO S.R.L";229385
10/2016;"EMP. 4 DE SEPTIEMBRE";1412691
10/2016;"EMP. DE TRANSP. DEL SUR";965324
10/2016;"EMP. DE TRANSP. LINEA 104 S.A.";29078
10/2016;"EMPALME LOBOS S.R.L.";81434
10/2016;"EMPRESA 501 S.A.";1468699
10/2016;"EMPRESA CINCO DE AGOSTO S.R.L.";309677
10/2016;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";3059
10/2016;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";933785
10/2016;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R";1516921
10/2016;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A.";2940150
10/2016;"EMPRESA DEL OESTE S.A.T.";3700292
10/2016;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS";1248508
10/2016;"EMPRESA J.M. EZEIZA S.R.L.";1782330
10/2016;"EMPRESA LINEA 7 S.A.T.";1155827
10/2016;"EMPRESA NUEVE DE JULIO S.A.T.";2012931
10/2016;"EMPRESA TANDILENSE S.A.C.I.F.I.";2410826
10/2016;"ESTEBAN ECHEVERRIA S.R.L.";2027921
10/2016;"EXPRESO ARSENO S.R.L";1042136
10/2016;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";78932
10/2016;"EXPRESO GENERAL SARMIENTO S.A.";3689727
10/2016;"EXPRESO LA PLATA BUENOS AIRES S.A";540349
10/2016;"EXPRESO LOMAS S.A.";1520709
10/2016;"EXPRESO NUEVE DE JULIO S.A.";1533037
10/2016;"EXPRESO QUILMES S.A.";2084189
10/2016;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1225636
10/2016;"FERROVIAS S.A.C";1906253
10/2016;"FUERTE BARRAGAN S.A.T.I.C.I.";1129304
10/2016;"GENERAL PACHECO S.R.L.";1355796
10/2016;"GENERAL SAN MARTIN S.A.C.";3042533
10/2016;"GENERAL TOMAS GUIDO S.A.C.I.F.";5608778
10/2016;"GRAL PUEYRREDON S.A.T.C.I.";1164248
10/2016;"GRAND BOURG S.A.T.C.I.";4845823
10/2016;"GRUPO LINEA 179 S.A.";454261
10/2016;"JOSE HERNANDEZ S.A.C.I.";593346
10/2016;"JUAN B. JUSTO S.A.T.C.I.";1315995
10/2016;"LA CABAÑA S.A.";7121028
10/2016;"LA CENTRAL DE ESCOBAR S.A.";1932131
10/2016;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";502535
10/2016;"LA FLOR DE LUJAN";41331
10/2016;"LA PAZ AMADOR";907228
10/2016;"LA PERLITA S.A.";9014223
10/2016;"LA PRIMERA DE LA ESCONDIDA SRL";124276
10/2016;"LA PRIMERA DE MALVINAS ARG UTE";359441
10/2016;"LA PRIMERA DE MARTINEZ S.A.";1451887
10/2016;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";2635827
10/2016;"LANUS ESTE S.A.";1012263
10/2016;"LARROQUE LINEA 548 S.R.L.";380504
10/2016;"LIBERTADOR SAN MARTIN S.A.T.";1669196
10/2016;"LINEA 10 S.A.";866694
10/2016;"LINEA 17 S.A";1277946
10/2016;"LINEA 213 S.A.T.";1437848
10/2016;"LINEA 216 S.A. DE T.";9507839
10/2016;"LINEA 22 S.A.";787420
10/2016;"LINEA 71 S.A.";1487525
10/2016;"LÍNEA DE MICROOMNIBUS 47 S.A.";982876
10/2016;"LINEA EXPRESO LINIERS S.A.I.C.";820359
10/2016;"LINEA SESENTA S.A.";994239
10/2016;"LOS CONSTITUYENTES S.A.T.";3121363
10/2016;"M. MORENO S.A.";571072
10/2016;"M. OMNIBUS BCAS DE BELGRANO SA.";883226
10/2016;"M.O.D.O S.A.";1520638
10/2016;"MAYO S.A.T.A";855146
10/2016;METROVIAS;28308191
10/2016;"METROVIAS S.A. (URQUIZA)";1535680
10/2016;"MICRO OMNIBUS AVENIDA S.A.";1007722
10/2016;"MICRO OMNIBUS ESTE S.A.";774027
10/2016;"MICRO OMNIBUS NORTE S.A.";2609271
10/2016;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5534793
10/2016;"MICRO OMNIBUS SUR S.A.";1682272
10/2016;"MICROEXPRES S.A";217753
10/2016;"MICROOMNIBUS CIUDAD DE BUENOS AIRES S.A.T.C.I.";1966511
10/2016;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1074575
10/2016;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.E I.";1284499
10/2016;"MITRE S.A.";1821765
10/2016;"MONTE GRANDE S.A.";3756182
10/2016;"MONTERREY S.R.L.";181013
10/2016;NUDO;3067042
10/2016;"NUEVA CHICAGO C.I.S.A.";1496741
10/2016;"NUEVA METROPOL S.A.T.A.C.I";5195858
10/2016;"NUEVO IDEAL S.A.";3643186
10/2016;"NUEVOS RUMBOS S.A.T.A.C.I.F.I";2102938
10/2016;"O'HIGGINS S.A.T.";542155
10/2016;"P.MENDOZA CISA";1098856
10/2016;"PILAR BUS S.A.";780941
10/2016;PLAZA;5173015
10/2016;"PRIMERA JUNTA S.A.";3082805
10/2016;"RIO GRANDE";2498071
10/2016;"ROCARAZA S.A.";2206437
10/2016;"RUTA BUS S.A.";1147352
10/2016;"SAN VICENTE S.A. DE TRANSPORTES";5077946
10/2016;"SARGENTO CABRAL S.A.T.";2922215
10/2016;"SERGIO A. RIVAS S.R.L";113439
10/2016;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1739521
10/2016;"SOFSE- SARMIENTO";4482830
10/2016;"SOFSE-BELGRANO SUR";614502
10/2016;SOFSE-MITRE;4741879
10/2016;SOFSE-ROCA;9912503
10/2016;"SOFSE-SAN MARTIN";4044104
10/2016;"SOFSE-TREN DE LA COSTA";15781
10/2016;"TIGRE S.A.";3336048
10/2016;"TIGRE S.A. LINEA 723";484081
10/2016;"TRANPORTE LA UNION S.A.";1121651
10/2016;"TRANPOSRTE DE PASAJEROS SRL";1196400
10/2016;"TRANSP. 22 DE SEPT. SAC";982079
10/2016;"TRANSP. SANTA FE";1532048
10/2016;"TRANSP. SGTO. CABRAL";760974
10/2016;"TRANSPORTE 11 DE JUNIO S.R.L.";449069
10/2016;"TRANSPORTE 1º DE SEPTIEMBRE S.A.";760868
10/2016;"TRANSPORTE DEL SUR S.R.L.";682159
10/2016;"TRANSPORTE ESCALADA S.A.T.";1030099
10/2016;"TRANSPORTE IDEAL SAN JUSTO S.A.";3636542
10/2016;"TRANSPORTE LARRAZABAL C.I.S.A.";4316485
10/2016;"TRANSPORTE LOPE DE VEGA";3381844
10/2016;"TRANSPORTE SAN CAYETANO S.A.C.";449792
10/2016;"TRANSPORTE SANTA RITA S.R.L.";33836
10/2016;"TRANSPORTE SESENTA Y OCHO S.R.L.";1123139
10/2016;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";461038
10/2016;"TRANSPORTES 270 S.A.";822506
10/2016;"TRANSPORTES ALMIRANTE BROWN S.A.";1292326
10/2016;"TRANSPORTES ATLANTIDA S.A.C.";1603984
10/2016;"TRANSPORTES AUTOMOTORES 12 DE OCTUBRE";665887
10/2016;"TRANSPORTES AUTOMOTORES DE PASAJEROS SIGLO XI";718845
10/2016;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1334991
10/2016;"TRANSPORTES COLEGIALES S.A.C.I.";886299
10/2016;"TRANSPORTES DEL TEJAR S.A.";715264
10/2016;"TRANSPORTES EL LITORAL S.A.";1735694
10/2016;"TRANSPORTES LINEA 123 S.A.C.I.";375450
10/2016;"TRANSPORTES NUEVE DE JULIO S.A.C.";848740
10/2016;"TRANSPORTES QUIRNO COSTA S.A.C.I.";891163
10/2016;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1890663
10/2016;"TRANSPORTES SOL DE MAYO C.I.S.A.";768753
10/2016;"TRANSPORTES SUR NOR C.I.S.A.";1861349
10/2016;"TRANSPORTES UNIDOS DE MERLO";2871276
10/2016;"TRATADO DEL PILAR S.R.L.";475609
10/2016;"UNION PLATENSE S.R.L";3189659
10/2016;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";958395
10/2016;"UNION TRANSPORTISTAS DE EMPRESAS S.A.";735413
10/2016;"UTENOR LINEA 722 UNION TRANSITORIA DE EMPRESAS";212376
10/2016;"VILLA BOSCH S.A.C.E I";773695
10/2016;"VILLA GALICIA SAN JOSE S.A.";3947909
10/2016;"VILLA NUEVA S.A.";1923921
10/2016;"VUELTA DE ROCHA S.A.T.C.I.";906559
10/2016;"YITOS S.A.";2236574
09/2016;"17 DE AGOSTO S.A.";958819
09/2016;"25 DE MAYO LINEA 278 S.A.";4171744
09/2016;"ALMAFUERTE EMPRESA DE TRANSPOR";4350616
09/2016;"ALMAFUERTE S.A.T.A.C.I.";1127900
09/2016;"ANTARTIDA ARGENTINA";740503
09/2016;"AUTOBUSES BUENOS AIRES SRL";1616604
09/2016;"AUTOMOTORES CALLAO";2635417
09/2016;"AUTOMOTORES LA PLATA S.A.";2983880
09/2016;"AUTOMOTORES RIACHUELO";2804525
09/2016;"AZUL S.A.";4937347
09/2016;"BERNARDINO RIVADAVIA S.A.T.A.";2011053
09/2016;"BUENOS AIRES BUS S.A.";383866
09/2016;"BUS DEL OESTE S.A.";468717
09/2016;"CARDENAS S.A. EMPRESA DE TRANSP.";1338691
09/2016;"CIUDAD DE SAN FERNANDO S.A.";2722025
09/2016;"COLECTIVEROS UNIDOS S.A";1205632
09/2016;"COMP. DE TRANPORTE VECINAL S.A";547109
09/2016;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";1951328
09/2016;"COMPAÑIA ISLEÑA S.R.L.";4691951
09/2016;"COMPAÑIA NOROESTE S.A.T.";3448380
09/2016;"COMPAÑIA TEMPERLEY S.R.L.";96363
09/2016;"COOPERATIVA 3 DE JULIO LIMITAD";407140
09/2016;"D.U.V.I. S.A.";1113386
09/2016;DOTA;4752780
09/2016;"EL LUCERO S.A.";2227749
09/2016;"EL NUEVO HALCON S.A.";2437150
09/2016;"EL PUENTE S.A.T.";1815171
09/2016;"EL RAPIDO ARGENTINO";3848
09/2016;"EL URBANO S.R.L";232337
09/2016;"EMP. 4 DE SEPTIEMBRE";1458487
09/2016;"EMP. DE TRANSP. DEL SUR";951848
09/2016;"EMP. DE TRANSP. LINEA 104 S.A.";36818
09/2016;"EMPALME LOBOS S.R.L.";80295
09/2016;"EMPRESA 501 S.A.";1466301
09/2016;"EMPRESA CINCO DE AGOSTO S.R.L.";305594
09/2016;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";2952
09/2016;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";963344
09/2016;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R";1540264
09/2016;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A.";3024208
09/2016;"EMPRESA DEL OESTE S.A.T.";3707264
09/2016;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS";1287290
09/2016;"EMPRESA J.M. EZEIZA S.R.L.";1802947
09/2016;"EMPRESA LINEA 7 S.A.T.";1123517
09/2016;"EMPRESA NUEVE DE JULIO S.A.T.";2014304
09/2016;"EMPRESA TANDILENSE S.A.C.I.F.I.";2477396
09/2016;"ESTEBAN ECHEVERRIA S.R.L.";2102613
09/2016;"EXPRESO ARSENO S.R.L";1058924
09/2016;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";81390
09/2016;"EXPRESO GENERAL SARMIENTO S.A.";3701720
09/2016;"EXPRESO LA PLATA BUENOS AIRES S.A";990345
09/2016;"EXPRESO LOMAS S.A.";1522693
09/2016;"EXPRESO NUEVE DE JULIO S.A.";1550036
09/2016;"EXPRESO QUILMES S.A.";2085927
09/2016;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1260675
09/2016;"FERROVIAS S.A.C";1930904
09/2016;"FUERTE BARRAGAN S.A.T.I.C.I.";1096824
09/2016;"GENERAL PACHECO S.R.L.";1431545
09/2016;"GENERAL SAN MARTIN S.A.C.";3111811
09/2016;"GENERAL TOMAS GUIDO S.A.C.I.F.";5673341
09/2016;"GRAL PUEYRREDON S.A.T.C.I.";1187291
09/2016;"GRAND BOURG S.A.T.C.I.";4987033
09/2016;"GRUPO LINEA 179 S.A.";467225
09/2016;"JOSE HERNANDEZ S.A.C.I.";604999
09/2016;"JUAN B. JUSTO S.A.T.C.I.";1339988
09/2016;"LA CABAÑA S.A.";7214938
09/2016;"LA CENTRAL DE ESCOBAR S.A.";1958091
09/2016;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";527428
09/2016;"LA FLOR DE LUJAN";40452
09/2016;"LA PAZ AMADOR";876547
09/2016;"LA PERLITA S.A.";9096032
09/2016;"LA PRIMERA DE LA ESCONDIDA SRL";124857
09/2016;"LA PRIMERA DE MALVINAS ARG UTE";374696
09/2016;"LA PRIMERA DE MARTINEZ S.A.";1489329
09/2016;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";2720949
09/2016;"LANUS ESTE S.A.";997161
09/2016;"LARROQUE LINEA 548 S.R.L.";379261
09/2016;"LIBERTADOR SAN MARTIN S.A.T.";1721085
09/2016;"LINEA 10 S.A.";885906
09/2016;"LINEA 17 S.A";1301881
09/2016;"LINEA 213 S.A.T.";1413169
09/2016;"LINEA 216 S.A. DE T.";9477301
09/2016;"LINEA 22 S.A.";792584
09/2016;"LINEA 71 S.A.";1526577
09/2016;"LÍNEA DE MICROOMNIBUS 47 S.A.";1001208
09/2016;"LINEA EXPRESO LINIERS S.A.I.C.";794108
09/2016;"LINEA SESENTA S.A.";1057863
09/2016;"LOS CONSTITUYENTES S.A.T.";3263611
09/2016;"M. MORENO S.A.";556278
09/2016;"M. OMNIBUS BCAS DE BELGRANO SA.";939488
09/2016;"M.O.D.O S.A.";1524921
09/2016;"MAYO S.A.T.A";851353
09/2016;METROVIAS;29360762
09/2016;"METROVIAS S.A. (URQUIZA)";1615328
09/2016;"MICRO OMNIBUS AVENIDA S.A.";997278
09/2016;"MICRO OMNIBUS ESTE S.A.";767253
09/2016;"MICRO OMNIBUS NORTE S.A.";1790253
09/2016;"MICRO OMNIBUS QUILMES S.A.C.I. Y F.";5539738
09/2016;"MICRO OMNIBUS SUR S.A.";1690433
09/2016;"MICROEXPRES S.A";184505
09/2016;"MICROOMNIBUS CIUDAD DE BUENOS AIRES S.A.T.C.I.";2073297
09/2016;"MICROOMNIBUS CUARENTA Y CINCO S.A.C.I.F.";1109075
09/2016;"MICROOMNIBUS SAAVEDRA S.A.T.A.C.E I.";1295789
09/2016;"MITRE S.A.";1856063
09/2016;"MONTE GRANDE S.A.";3789863
09/2016;"MONTERREY S.R.L.";185772
09/2016;NUDO;3154315
09/2016;"NUEVA CHICAGO C.I.S.A.";1497047
09/2016;"NUEVA METROPOL S.A.T.A.C.I";5301163
09/2016;"NUEVO IDEAL S.A.";3790979
09/2016;"NUEVOS RUMBOS S.A.T.A.C.I.F.I";2176936
09/2016;"O'HIGGINS S.A.T.";539698
09/2016;"P.MENDOZA CISA";1176571
09/2016;"PILAR BUS S.A.";792536
09/2016;PLAZA;5269037
09/2016;"PRIMERA JUNTA S.A.";3108792
09/2016;"RIO GRANDE";2540922
09/2016;"ROCARAZA S.A.";2216885
09/2016;"RUTA BUS S.A.";1157981
09/2016;"SAN VICENTE S.A. DE TRANSPORTES";5059501
09/2016;"SARGENTO CABRAL S.A.T.";2986081
09/2016;"SERGIO A. RIVAS S.R.L";115323
09/2016;"SOCIEDAD ANONIMA EXPRESO SUDOESTE";1739075
09/2016;"SOFSE- SARMIENTO";4430618
09/2016;"SOFSE-BELGRANO SUR";657991
09/2016;SOFSE-MITRE;4934123
09/2016;SOFSE-ROCA;7841256
09/2016;"SOFSE-SAN MARTIN";4141980
09/2016;"SOFSE-TREN DE LA COSTA";15467
09/2016;"TIGRE S.A.";3491815
09/2016;"TIGRE S.A. LINEA 723";502032
09/2016;"TRANPORTE LA UNION S.A.";1160439
09/2016;"TRANPOSRTE DE PASAJEROS SRL";1185148
09/2016;"TRANSP. 22 DE SEPT. SAC";971346
09/2016;"TRANSP. SANTA FE";1592831
09/2016;"TRANSP. SGTO. CABRAL";801153
09/2016;"TRANSPORTE 11 DE JUNIO S.R.L.";461986
09/2016;"TRANSPORTE 1º DE SEPTIEMBRE S.A.";789565
09/2016;"TRANSPORTE DEL SUR S.R.L.";678494
09/2016;"TRANSPORTE ESCALADA S.A.T.";1034784
09/2016;"TRANSPORTE IDEAL SAN JUSTO S.A.";3681999
09/2016;"TRANSPORTE LARRAZABAL C.I.S.A.";4374257
09/2016;"TRANSPORTE LOPE DE VEGA";3429638
09/2016;"TRANSPORTE SAN CAYETANO S.A.C.";451697
09/2016;"TRANSPORTE SANTA RITA S.R.L.";33525
09/2016;"TRANSPORTE SESENTA Y OCHO S.R.L.";1177922
09/2016;"TRANSPORTES 27 DE JUNIO S.A.C.I.F.";502490
09/2016;"TRANSPORTES 270 S.A.";824685
09/2016;"TRANSPORTES ALMIRANTE BROWN S.A.";1306752
09/2016;"TRANSPORTES ATLANTIDA S.A.C.";1567039
09/2016;"TRANSPORTES AUTOMOTORES 12 DE OCTUBRE";679587
09/2016;"TRANSPORTES AUTOMOTORES DE PASAJEROS SIGLO XI";732728
09/2016;"TRANSPORTES AVENIDA BERNARDO ADER S.A.";1374161
09/2016;"TRANSPORTES COLEGIALES S.A.C.I.";906440
09/2016;"TRANSPORTES DEL TEJAR S.A.";750115
09/2016;"TRANSPORTES EL LITORAL S.A.";1736414
09/2016;"TRANSPORTES LINEA 123 S.A.C.I.";382792
09/2016;"TRANSPORTES NUEVE DE JULIO S.A.C.";878197
09/2016;"TRANSPORTES QUIRNO COSTA S.A.C.I.";909297
09/2016;"TRANSPORTES SAN JUAN BAUTISTA S.A.";1881210
09/2016;"TRANSPORTES SOL DE MAYO C.I.S.A.";772906
09/2016;"TRANSPORTES SUR NOR C.I.S.A.";1969397
09/2016;"TRANSPORTES UNIDOS DE MERLO";2876129
09/2016;"TRATADO DEL PILAR S.R.L.";487232
09/2016;"UNION PLATENSE S.R.L";3293923
09/2016;"UNION TRANSITORIA COSA CIA TRANSPORTE VECINAL U.T";1028163
09/2016;"UNION TRANSPORTISTAS DE EMPRESAS S.A.";733918
09/2016;"UTENOR LINEA 722 UNION TRANSITORIA DE EMPRESAS";216901
09/2016;"VILLA BOSCH S.A.C.E I";786811
09/2016;"VILLA GALICIA SAN JOSE S.A.";3958763
09/2016;"VILLA NUEVA S.A.";1953047
09/2016;"VUELTA DE ROCHA S.A.T.C.I.";922370
09/2016;"YITOS S.A.";2233690
08/2016;"17 DE AGOSTO S.A.";969700
08/2016;"25 DE MAYO LINEA 278 S.A.";4261917
08/2016;"ALMAFUERTE EMPRESA DE TRANSPOR";4474190
08/2016;"ALMAFUERTE S.A.T.A.C.I.";1146292
08/2016;"ANTARTIDA ARGENTINA";742970
08/2016;"AUTOBUSES BUENOS AIRES SRL";1678037
08/2016;"AUTOMOTORES CALLAO";2629449
08/2016;"AUTOMOTORES LA PLATA S.A.";3025458
08/2016;"AUTOMOTORES RIACHUELO";2835755
08/2016;"AZUL S.A.";5023409
08/2016;"BERNARDINO RIVADAVIA S.A.T.A.";2002699
08/2016;"BUENOS AIRES BUS S.A.";369797
08/2016;"BUS DEL OESTE S.A.";480892
08/2016;"CARDENAS S.A. EMPRESA DE TRANSP.";1348923
08/2016;"CIUDAD DE SAN FERNANDO S.A.";2771095
08/2016;"COLECTIVEROS UNIDOS S.A";1206327
08/2016;"COMP. DE TRANPORTE VECINAL S.A";549817
08/2016;"COMPAÑIA DE MICROOMNIBUS LA COLORADA S.A.C.I.";2025507
08/2016;"COMPAÑIA ISLEÑA S.R.L.";4831415
08/2016;"COMPAÑIA NOROESTE S.A.T.";3516785
08/2016;"COMPAÑIA TEMPERLEY S.R.L.";98485
08/2016;"COOPERATIVA 3 DE JULIO LIMITAD";425965
08/2016;"D.U.V.I. S.A.";1139803
08/2016;DOTA;4822902
08/2016;"EL LUCERO S.A.";2348607
08/2016;"EL NUEVO HALCON S.A.";2503290
08/2016;"EL PUENTE S.A.T.";1879332
08/2016;"EL RAPIDO ARGENTINO";3366
08/2016;"EL URBANO S.R.L";240205
08/2016;"EMP. 4 DE SEPTIEMBRE";1453661
08/2016;"EMP. DE TRANSP. DEL SUR";987757
08/2016;"EMP. DE TRANSP. LINEA 104 S.A.";39782
08/2016;"EMPALME LOBOS S.R.L.";82415
08/2016;"EMPRESA 501 S.A.";1540858
08/2016;"EMPRESA CINCO DE AGOSTO S.R.L.";321469
08/2016;"EMPRESA DE  TRANSPORTE PARQUE COSTERO DEL SUR SRL";3157
08/2016;"EMPRESA DE TRANSPORTES AMERICA S.A.C.I.";941350
08/2016;"EMPRESA DE TRANSPORTES MICROOMNIBUS SAENZ PEÑA S.R";1545212
08/2016;"EMPRESA DE TRANSPORTES TENIENTE GRAL ROCA S.A.";3069182
08/2016;"EMPRESA DEL OESTE S.A.T.";3831784
08/2016;"EMPRESA GRAL. DE TRANPORTE AUTOMOTOR DE PASAJEROS";1311892
08/2016;"EMPRESA J.M. EZEIZA S.R.L.";1872845
08/2016;"EMPRESA LINEA 7 S.A.T.";1161740
08/2016;"EMPRESA NUEVE DE JULIO S.A.T.";2107716
08/2016;"EMPRESA TANDILENSE S.A.C.I.F.I.";2560830
08/2016;"ESTEBAN ECHEVERRIA S.R.L.";2191057
08/2016;"EXPRESO ARSENO S.R.L";1100650
08/2016;"EXPRESO COOP.DE TRABAJO 6 DE JULIO LIMITADA";85869
08/2016;"EXPRESO GENERAL SARMIENTO S.A.";3915984
08/2016;"EXPRESO LA PLATA BUENOS AIRES S.A";1021483
08/2016;"EXPRESO LOMAS S.A.";1510672
08/2016;"EXPRESO NUEVE DE JULIO S.A.";1613732
08/2016;"EXPRESO QUILMES S.A.";2117720
08/2016;"EXPRESO SAN ISIDRO S.A.T.C.I.F.I.";1288598
08/2016;"FERROVIAS S.A.C";1724764
08/2016;"FUERTE BARRAGAN S.A.T.I.C.I.";1145060
08/2016;"GENERAL PACHECO S.R.L.";1438113
08/2016;"GENERAL SAN MARTIN S.A.C.";3152279
08/2016;"GENERAL TOMAS GUIDO S.A.C.I.F.";5805411
08/2016;"GRAL PUEYRREDON S.A.T.C.I.";1188355
08/2016;"GRAND BOURG S.A.T.C.I.";5199830
08/2016;"GRUPO LINEA 179 S.A.";490408
08/2016;"JOSE HERNANDEZ S.A.C.I.";618884
08/2016;"JUAN B. JUSTO S.A.T.C.I.";1354138
08/2016;"LA CABAÑA S.A.";7493134
08/2016;"LA CENTRAL DE ESCOBAR S.A.";2009497
08/2016;"LA CENTRAL DE VICENTE LOPEZ S.A.C.";543811
08/2016;"LA FLOR DE LUJAN";40318
08/2016;"LA PAZ AMADOR";908202
08/2016;"LA PERLITA S.A.";9348802
08/2016;"LA PRIMERA DE LA ESCONDIDA SRL";121653
08/2016;"LA PRIMERA DE MALVINAS ARG UTE";384865
08/2016;"LA PRIMERA DE MARTINEZ S.A.";1498545
08/2016;"LA VECINAL DE LA MATANZA S.A.C.I. DE MICROOMNIBUS";2802597
08/2016;"LANUS ESTE S.A.";1038450
08/2016;"LARROQUE LINEA 548 S.R.L.";383523
08/2016;"LIBERTADOR SAN MARTIN S.A.T.";1762331
