anio;LINEA;TOTAL
06/2016;"LINEA 549";92806
06/2016;"LINEA 55";1083011
06/2016;"LINEA 550A";342686
06/2016;"LINEA 551";206546
06/2016;"LINEA 552A";374851
06/2016;"LINEA 553A";350978
06/2016;"LINEA 56";571928
06/2016;"LINEA 561";157074
06/2016;"LINEA 561B";31862
06/2016;"LINEA 562";347556
06/2016;"LINEA 564";454031
06/2016;"LINEA 57";1168050
06/2016;"LINEA 570";560060
06/2016;"LINEA 580";216499
06/2016;"LINEA 582";603224
06/2016;"LINEA 583";314809
06/2016;"LINEA 584";423698
06/2016;"LINEA 585";776734
06/2016;"LINEA 586";5306
06/2016;"LINEA 59";1931456
06/2016;"LINEA 6";519976
06/2016;"LINEA 60";2805736
06/2016;"LINEA 600";2825
06/2016;"LINEA 603";542228
06/2016;"LINEA 61";360347
06/2016;"LINEA 619";436261
06/2016;"LINEA 62";361435
06/2016;"LINEA 620";2983429
06/2016;"LINEA 621";963994
06/2016;"LINEA 622";1124410
06/2016;"LINEA 624";1204558
06/2016;"LINEA 628";139436
06/2016;"LINEA 63";831033
06/2016;"LINEA 630";561628
06/2016;"LINEA 634";629189
06/2016;"LINEA 635";120982
06/2016;"LINEA 64";913048
06/2016;"LINEA 65";967590
06/2016;"LINEA 67";733625
06/2016;"LINEA 670";1094169
06/2016;"LINEA 68";1272938
06/2016;"LINEA 7";654593
06/2016;"LINEA 70";817074
06/2016;"LINEA 707";1539917
06/2016;"LINEA 71";1510838
06/2016;"LINEA 710";900183
06/2016;"LINEA 720";1935638
06/2016;"LINEA 721";1350586
06/2016;"LINEA 722";178575
06/2016;"LINEA 723";431495
06/2016;"LINEA 74";359057
06/2016;"LINEA 740";1010131
06/2016;"LINEA 741";429753
06/2016;"LINEA 749";1119395
06/2016;"LINEA 75";282694
06/2016;"LINEA 76";928625
06/2016;"LINEA 78";821333
06/2016;"LINEA 79";741916
06/2016;"LINEA 8";994418
06/2016;"LINEA 80";1463364
06/2016;"LINEA 84";651700
06/2016;"LINEA 85";1653132
06/2016;"LINEA 86";910565
06/2016;"LINEA 87";925829
06/2016;"LINEA 88";721684
06/2016;"LINEA 9";928348
06/2016;"LINEA 90";492827
06/2016;"LINEA 91";983017
06/2016;"LINEA 92";1498083
06/2016;"LINEA 93";783286
06/2016;"LINEA 95";715359
06/2016;"LINEA 96";1700991
06/2016;"LINEA 97";468496
06/2016;"LINEA 98";2021769
06/2016;"LINEA 99";461754
06/2016;"LINEA A";4864115
06/2016;"LINEA B";6753447
06/2016;"LINEA C";3950884
06/2016;"LINEA D";6903574
06/2016;"LINEA E";1832053
06/2016;"LINEA H";1154672
06/2016;"LINEA OESTE";1869893
06/2016;"LINEA PREMETRO";57944
06/2016;"LINEA SIN NUMERO (COOP 6 DE JULIO)";76414
06/2016;"LINEA SUR MUNICIPAL";343401
06/2016;LINEA_500-503;390072
06/2016;"NORTE MUNICIPAL";590806
05/2016;"FFCC BELGRANO NORTE";1553184
05/2016;"FFCC BELGRANO SUR";651191
05/2016;"FFCC MITRE";570934
05/2016;"FFCC MITRE-SUAREZ";1037374
05/2016;"FFCC MITRE-TIGRE";2757887
05/2016;"FFCC MITRE-ZARATE";657
05/2016;"FFCC ROCA";7078684
05/2016;"FFCC SAN MARTIN";3877142
05/2016;"FFCC SARMIENTO";5409201
05/2016;"FFCC TREN DE LA COSTA";8177
05/2016;"FFCC URQUIZA";1562286
05/2016;"LINEA 031";1312895
05/2016;"LINEA 1";463257
05/2016;"LINEA 10";880360
05/2016;"LINEA 100";1198086
05/2016;"LINEA 101";1395114
05/2016;"LINEA 102";774480
05/2016;"LINEA 103";878386
05/2016;"LINEA 104";45977
05/2016;"LINEA 105";917764
05/2016;"LINEA 106";1185472
05/2016;"LINEA 107";1009401
05/2016;"LINEA 108";629046
05/2016;"LINEA 109";885920
05/2016;"LINEA 110";1164551
05/2016;"LINEA 111";753130
05/2016;"LINEA 112";297219
05/2016;"LINEA 113";1085390
05/2016;"LINEA 114";1017355
05/2016;"LINEA 115";753524
05/2016;"LINEA 117";1117210
05/2016;"LINEA 118";1028834
05/2016;"LINEA 12";1728522
05/2016;"LINEA 123";370255
05/2016;"LINEA 124";884961
05/2016;"LINEA 126";1325740
05/2016;"LINEA 127";746858
05/2016;"LINEA 128";697653
05/2016;"LINEA 129";1437471
05/2016;"LINEA 130";1282518
05/2016;"LINEA 132";2187061
05/2016;"LINEA 133";772462
05/2016;"LINEA 134";733492
05/2016;"LINEA 135";825468
05/2016;"LINEA 136";603426
05/2016;"LINEA 140";838758
05/2016;"LINEA 141";956819
05/2016;"LINEA 143";506315
05/2016;"LINEA 146";910283
05/2016;"LINEA 148";2527304
05/2016;"LINEA 15";1994511
05/2016;"LINEA 150";740484
05/2016;"LINEA 151";973725
05/2016;"LINEA 152";2540498
05/2016;"LINEA 153";186480
05/2016;"LINEA 154";158529
05/2016;"LINEA 158";493829
05/2016;"LINEA 159";2368377
05/2016;"LINEA 160";1709153
05/2016;"LINEA 161";1624031
05/2016;"LINEA 163";161703
05/2016;"LINEA 165";819659
05/2016;"LINEA 166";1318735
05/2016;"LINEA 168";1354512
05/2016;"LINEA 169";564234
05/2016;"LINEA 17";1299661
05/2016;"LINEA 172";644743
05/2016;"LINEA 174";622284
05/2016;"LINEA 175";429362
05/2016;"LINEA 176";2148177
05/2016;"LINEA 177";861820
05/2016;"LINEA 178";1564275
05/2016;"LINEA 179";473671
05/2016;"LINEA 180";2143303
05/2016;"LINEA 181";773846
05/2016;"LINEA 182";1445953
05/2016;"LINEA 184";542972
05/2016;"LINEA 185";529668
05/2016;"LINEA 188";1113598
05/2016;"LINEA 19";657414
05/2016;"LINEA 193";215036
05/2016;"LINEA 194";785816
05/2016;"LINEA 195";346877
05/2016;"LINEA 2";965758
05/2016;"LINEA 20";508293
05/2016;"LINEA 200";137612
05/2016;"LINEA 202";1236080
05/2016;"LINEA 203";3854900
05/2016;"LINEA 204";340334
05/2016;"LINEA 204B";218760
05/2016;"LINEA 205";375917
05/2016;"LINEA 21";2283565
05/2016;"LINEA 214";697143
05/2016;"LINEA 215";221015
05/2016;"LINEA 218";1019166
05/2016;"LINEA 219";930814
05/2016;"LINEA 22";780121
05/2016;"LINEA 222";160431
05/2016;"LINEA 225";45039
05/2016;"LINEA 228 B";250611
05/2016;"LINEA 228A";63877
05/2016;"LINEA 228C";249323
05/2016;"LINEA 228E";324435
05/2016;"LINEA 228F";398578
05/2016;"LINEA 23";427769
05/2016;"LINEA 236";2756230
05/2016;"LINEA 237";2223802
05/2016;"LINEA 238";1152851
05/2016;"LINEA 239A";613517
05/2016;"LINEA 239B";275864
05/2016;"LINEA 24";1316240
05/2016;"LINEA 242";2857685
05/2016;"LINEA 243";119747
05/2016;"LINEA 244";350927
05/2016;"LINEA 245";228418
05/2016;"LINEA 247";1637638
05/2016;"LINEA 25";664513
05/2016;"LINEA 252";651022
05/2016;"LINEA 253";100875
05/2016;"LINEA 256";46251
05/2016;"LINEA 257";1170207
05/2016;"LINEA 26";949283
05/2016;"LINEA 263A";309894
05/2016;"LINEA 263B";397768
05/2016;"LINEA 264";535279
05/2016;"LINEA 266";2211305
05/2016;"LINEA 269";1808262
05/2016;"LINEA 271";1088248
05/2016;"LINEA 273";1372628
05/2016;"LINEA 275";875313
05/2016;"LINEA 276";1142475
05/2016;"LINEA 277";290439
05/2016;"LINEA 278";1362457
05/2016;"LINEA 28";2502862
05/2016;"LINEA 281";517975
05/2016;"LINEA 283";1012469
05/2016;"LINEA 284";354894
05/2016;"LINEA 288";342280
05/2016;"LINEA 289";688009
05/2016;"LINEA 29";1212970
05/2016;"LINEA 291";827614
05/2016;"LINEA 293A";528460
05/2016;"LINEA 293B";311047
05/2016;"LINEA 295";508945
05/2016;"LINEA 297";415057
05/2016;"LINEA 298";970277
05/2016;"LINEA 299";600644
05/2016;"LINEA 300";636484
05/2016;"LINEA 302";657575
05/2016;"LINEA 303";946889
05/2016;"LINEA 304";1312643
05/2016;"LINEA 306";2061348
05/2016;"LINEA 307";1161661
05/2016;"LINEA 310";280956
05/2016;"LINEA 311";878138
05/2016;"LINEA 312";1220829
05/2016;"LINEA 313";84521
05/2016;"LINEA 314";1537549
05/2016;"LINEA 315";734177
05/2016;"LINEA 317";528494
05/2016;"LINEA 318";1953533
05/2016;"LINEA 320";175458
05/2016;"LINEA 321";152913
05/2016;"LINEA 322";474527
05/2016;"LINEA 323";738322
05/2016;"LINEA 324";2731213
05/2016;"LINEA 325";377633
05/2016;"LINEA 326";279397
05/2016;"LINEA 327";596445
05/2016;"LINEA 328";849917
05/2016;"LINEA 329";481919
05/2016;"LINEA 32A";377493
05/2016;"LINEA 33";1291579
05/2016;"LINEA 333";645601
05/2016;"LINEA 336";286273
05/2016;"LINEA 338";2031279
05/2016;"LINEA 34";1342145
05/2016;"LINEA 340";2553
05/2016;"LINEA 341";1463513
05/2016;"LINEA 343";1499608
05/2016;"LINEA 350";587901
05/2016;"LINEA 354";1078592
05/2016;"LINEA 355";65258
05/2016;"LINEA 36";538419
05/2016;"LINEA 365";2895667
05/2016;"LINEA 37";1472007
05/2016;"LINEA 370";309931
05/2016;"LINEA 371";1094941
05/2016;"LINEA 372";208242
05/2016;"LINEA 373";485606
05/2016;"LINEA 378";1337388
05/2016;"LINEA 379";8905
05/2016;"LINEA 382";680581
05/2016;"LINEA 383";686234
05/2016;"LINEA 384";180308
05/2016;"LINEA 385";393079
05/2016;"LINEA 386";290250
05/2016;"LINEA 388";73109
05/2016;"LINEA 39";1594369
05/2016;"LINEA 390";341315
05/2016;"LINEA 391";813436
05/2016;"LINEA 392";297235
05/2016;"LINEA 394";742515
05/2016;"LINEA 395";621459
05/2016;"LINEA 4";743441
05/2016;"LINEA 403";95389
05/2016;"LINEA 404";920004
05/2016;"LINEA 405";475576
05/2016;"LINEA 406";943589
05/2016;"LINEA 407";527636
05/2016;"LINEA 41";1192224
05/2016;"LINEA 410";228723
05/2016;"LINEA 414";44114
05/2016;"LINEA 418";79943
05/2016;"LINEA 42";887638
05/2016;"LINEA 421";102912
05/2016;"LINEA 422";346840
05/2016;"LINEA 429";111430
05/2016;"LINEA 430";64425
05/2016;"LINEA 435";178310
05/2016;"LINEA 436";199984
05/2016;"LINEA 437";459805
05/2016;"LINEA 44";861700
05/2016;"LINEA 440";3469051
05/2016;"LINEA 441";612224
05/2016;"LINEA 443";75542
05/2016;"LINEA 443A";250280
05/2016;"LINEA 445";277112
05/2016;"LINEA 446";93142
05/2016;"LINEA 448";1650587
05/2016;"LINEA 449";582746
05/2016;"LINEA 45";949340
05/2016;"LINEA 46";755101
05/2016;"LINEA 461";105656
05/2016;"LINEA 462";85539
05/2016;"LINEA 463";570092
05/2016;"LINEA 464";362793
05/2016;"LINEA 47";979238
05/2016;"LINEA 49";373829
05/2016;"LINEA 5";1025551
05/2016;"LINEA 50";828319
05/2016;"LINEA 500B";26864
05/2016;"LINEA 500C";59174
05/2016;"LINEA 500D";1663998
05/2016;"LINEA 500G";711550
05/2016;"LINEA 500H";160123
05/2016;"LINEA 501 A";1631404
05/2016;"LINEA 501B";479055
05/2016;"LINEA 501C";2892428
05/2016;"LINEA 501D";71392
05/2016;"LINEA 501E";63414
05/2016;"LINEA 501F";251772
05/2016;"LINEA 501G";5462207
05/2016;"LINEA 501H";44130
05/2016;"LINEA 501I";369797
05/2016;"LINEA 502";7907
05/2016;"LINEA 502A";9889
05/2016;"LINEA 502B";55586
05/2016;"LINEA 503";436424
05/2016;"LINEA 503 B";432100
05/2016;"LINEA 503 ESTE";1020813
05/2016;"LINEA 503 ESTE LA PLATA";205672
05/2016;"LINEA 503A";698387
05/2016;"LINEA 503C";48969
05/2016;"LINEA 503H (RIVAS)";120993
05/2016;"LINEA 504A";2138699
05/2016;"LINEA 504B";24074
05/2016;"LINEA 504C";133598
05/2016;"LINEA 505";484342
05/2016;"LINEA 505 D";371538
05/2016;"LINEA 505C";43752
05/2016;"LINEA 505E";7703
05/2016;"LINEA 506";202925
05/2016;"LINEA 506A";173961
05/2016;"LINEA 506B";11497
05/2016;"LINEA 506C";960760
05/2016;"LINEA 506F";351807
05/2016;"LINEA 507";165160
05/2016;"LINEA 507B";97715
05/2016;"LINEA 508";128220
05/2016;"LINEA 508A";145242
05/2016;"LINEA 508C";31885
05/2016;"LINEA 509";167907
05/2016;"LINEA 509C";78870
05/2016;"LINEA 51";754548
05/2016;"LINEA 510A";188915
05/2016;"LINEA 510B";810543
05/2016;"LINEA 511";20535
05/2016;"LINEA 511A";2657
05/2016;"LINEA 511B";402966
05/2016;"LINEA 512";50755
05/2016;"LINEA 513";16449
05/2016;"LINEA 513A";200764
05/2016;"LINEA 514";1086886
05/2016;"LINEA 515";678517
05/2016;"LINEA 518";1334957
05/2016;"LINEA 518 LA PLATA";50797
05/2016;"LINEA 520A";766164
05/2016;"LINEA 520B";531206
05/2016;"LINEA 520C";456284
05/2016;"LINEA 521 A";198816
05/2016;"LINEA 521B";72841
05/2016;"LINEA 522";46116
05/2016;"LINEA 523";222148
05/2016;"LINEA 524";305119
05/2016;"LINEA 526";568231
05/2016;"LINEA 527";179709
05/2016;"LINEA 53";1417009
05/2016;"LINEA 532";500443
05/2016;"LINEA 540A";502590
05/2016;"LINEA 541";492338
05/2016;"LINEA 542";374669
05/2016;"LINEA 543";631204
05/2016;"LINEA 544";551964
05/2016;"LINEA 548";371694
05/2016;"LINEA 549";101353
05/2016;"LINEA 55";1152969
05/2016;"LINEA 550A";381339
05/2016;"LINEA 551";215433
05/2016;"LINEA 552A";392773
05/2016;"LINEA 553A";369870
05/2016;"LINEA 56";604382
05/2016;"LINEA 561";165033
05/2016;"LINEA 561B";31912
05/2016;"LINEA 562";351552
05/2016;"LINEA 564";463725
05/2016;"LINEA 57";1223801
05/2016;"LINEA 570";578324
05/2016;"LINEA 580";219306
05/2016;"LINEA 582";622868
05/2016;"LINEA 583";322880
05/2016;"LINEA 584";444672
05/2016;"LINEA 585";829313
05/2016;"LINEA 586";4744
05/2016;"LINEA 59";2049177
05/2016;"LINEA 6";531679
05/2016;"LINEA 60";2896120
05/2016;"LINEA 600";3280
05/2016;"LINEA 603";551567
05/2016;"LINEA 61";370119
05/2016;"LINEA 619";436481
05/2016;"LINEA 62";372376
05/2016;"LINEA 620";3126435
05/2016;"LINEA 621";1066169
05/2016;"LINEA 622";1149725
05/2016;"LINEA 624";1205552
05/2016;"LINEA 628";142494
05/2016;"LINEA 63";883159
05/2016;"LINEA 630";575711
05/2016;"LINEA 634";645428
05/2016;"LINEA 635";136606
05/2016;"LINEA 64";962291
05/2016;"LINEA 65";996003
05/2016;"LINEA 67";792111
05/2016;"LINEA 670";1119870
05/2016;"LINEA 68";1361917
05/2016;"LINEA 7";685396
05/2016;"LINEA 70";831432
05/2016;"LINEA 707";1604510
05/2016;"LINEA 71";1525723
05/2016;"LINEA 710";933834
05/2016;"LINEA 720";1973986
05/2016;"LINEA 721";1402222
05/2016;"LINEA 722";197423
05/2016;"LINEA 723";456283
05/2016;"LINEA 74";415007
05/2016;"LINEA 740";1090553
05/2016;"LINEA 741";427123
05/2016;"LINEA 749";1118692
05/2016;"LINEA 75";293294
05/2016;"LINEA 76";942592
05/2016;"LINEA 78";848264
05/2016;"LINEA 79";728971
05/2016;"LINEA 8";1048489
05/2016;"LINEA 80";1508680
05/2016;"LINEA 84";677655
05/2016;"LINEA 85";1740484
05/2016;"LINEA 86";910621
05/2016;"LINEA 87";959079
05/2016;"LINEA 88";740779
05/2016;"LINEA 9";968066
05/2016;"LINEA 90";498863
05/2016;"LINEA 91";1020334
05/2016;"LINEA 92";1551299
05/2016;"LINEA 93";811703
05/2016;"LINEA 95";760450
05/2016;"LINEA 96";1686333
05/2016;"LINEA 97";476615
05/2016;"LINEA 98";2145882
05/2016;"LINEA 99";475825
05/2016;"LINEA A";4912894
05/2016;"LINEA B";7067938
05/2016;"LINEA C";4050610
05/2016;"LINEA D";6968204
05/2016;"LINEA E";1883448
05/2016;"LINEA H";1361954
05/2016;"LINEA OESTE";1910312
05/2016;"LINEA PREMETRO";65545
05/2016;"LINEA SIN NUMERO (COOP 6 DE JULIO)";77251
05/2016;"LINEA SUR MUNICIPAL";352082
05/2016;LINEA_500-503;349595
05/2016;"NORTE MUNICIPAL";611857
04/2016;"FFCC BELGRANO NORTE";1522328
04/2016;"FFCC BELGRANO SUR";608812
04/2016;"FFCC MITRE";549987
04/2016;"FFCC MITRE-SUAREZ";1001225
04/2016;"FFCC MITRE-TIGRE";2738182
04/2016;"FFCC MITRE-ZARATE";453
04/2016;"FFCC ROCA";6895697
04/2016;"FFCC SAN MARTIN";3747171
04/2016;"FFCC SARMIENTO";5582926
04/2016;"FFCC TREN DE LA COSTA";7239
04/2016;"FFCC URQUIZA";1539874
04/2016;"LINEA 031";1283739
04/2016;"LINEA 1";463067
04/2016;"LINEA 10";864592
04/2016;"LINEA 100";1229060
04/2016;"LINEA 101";1395216
04/2016;"LINEA 102";789074
04/2016;"LINEA 103";884710
04/2016;"LINEA 104";35773
04/2016;"LINEA 105";921407
04/2016;"LINEA 106";1178330
04/2016;"LINEA 107";986588
04/2016;"LINEA 108";627280
04/2016;"LINEA 109";884683
04/2016;"LINEA 110";1165757
04/2016;"LINEA 111";755193
04/2016;"LINEA 112";288898
04/2016;"LINEA 113";1081044
04/2016;"LINEA 114";1045664
04/2016;"LINEA 115";758530
04/2016;"LINEA 117";1109113
04/2016;"LINEA 118";1037048
04/2016;"LINEA 12";1770122
04/2016;"LINEA 123";365832
04/2016;"LINEA 124";887377
04/2016;"LINEA 126";1306963
04/2016;"LINEA 127";744753
04/2016;"LINEA 128";694141
04/2016;"LINEA 129";1374181
04/2016;"LINEA 130";1259997
04/2016;"LINEA 132";2236791
04/2016;"LINEA 133";768418
04/2016;"LINEA 134";735113
04/2016;"LINEA 135";795526
04/2016;"LINEA 136";682248
04/2016;"LINEA 140";809250
04/2016;"LINEA 141";931659
04/2016;"LINEA 143";513992
04/2016;"LINEA 146";868160
04/2016;"LINEA 148";2448517
04/2016;"LINEA 15";1987771
04/2016;"LINEA 150";737736
04/2016;"LINEA 151";981927
04/2016;"LINEA 152";2575817
04/2016;"LINEA 153";238498
04/2016;"LINEA 154";156220
04/2016;"LINEA 158";493768
04/2016;"LINEA 159";2313309
04/2016;"LINEA 160";1697896
04/2016;"LINEA 161";1618244
04/2016;"LINEA 163";193527
04/2016;"LINEA 165";830860
04/2016;"LINEA 166";1287302
04/2016;"LINEA 168";1337363
04/2016;"LINEA 169";573292
04/2016;"LINEA 17";1292988
04/2016;"LINEA 172";639640
04/2016;"LINEA 174";619905
04/2016;"LINEA 175";433295
04/2016;"LINEA 176";2098560
04/2016;"LINEA 177";906503
04/2016;"LINEA 178";1570101
04/2016;"LINEA 179";475352
04/2016;"LINEA 180";2098174
04/2016;"LINEA 181";776906
04/2016;"LINEA 182";1407827
04/2016;"LINEA 184";544695
04/2016;"LINEA 185";487067
04/2016;"LINEA 188";1092662
04/2016;"LINEA 19";656728
04/2016;"LINEA 193";238490
04/2016;"LINEA 194";751199
04/2016;"LINEA 195";330199
04/2016;"LINEA 2";963164
04/2016;"LINEA 20";497257
04/2016;"LINEA 200";134362
04/2016;"LINEA 202";1230332
04/2016;"LINEA 203";3739302
04/2016;"LINEA 204";335181
04/2016;"LINEA 204B";213527
04/2016;"LINEA 205";397023
04/2016;"LINEA 21";2229615
04/2016;"LINEA 214";695079
04/2016;"LINEA 215";220630
04/2016;"LINEA 218";1004359
04/2016;"LINEA 219";866813
04/2016;"LINEA 22";773894
04/2016;"LINEA 222";155836
04/2016;"LINEA 225";43577
04/2016;"LINEA 228 B";243403
04/2016;"LINEA 228A";59318
04/2016;"LINEA 228C";242094
04/2016;"LINEA 228E";318013
04/2016;"LINEA 228F";370732
04/2016;"LINEA 23";437221
04/2016;"LINEA 236";2667018
04/2016;"LINEA 237";2136435
04/2016;"LINEA 238";1108607
04/2016;"LINEA 239A";607608
04/2016;"LINEA 239B";270197
04/2016;"LINEA 24";1297448
04/2016;"LINEA 242";2798345
04/2016;"LINEA 243";141496
04/2016;"LINEA 244";345066
04/2016;"LINEA 245";226335
04/2016;"LINEA 247";1598990
04/2016;"LINEA 25";677525
04/2016;"LINEA 252";647601
04/2016;"LINEA 253";112834
04/2016;"LINEA 256";45139
04/2016;"LINEA 257";1152803
04/2016;"LINEA 26";979526
04/2016;"LINEA 263A";321391
04/2016;"LINEA 263B";340868
04/2016;"LINEA 264";525801
04/2016;"LINEA 266";2157470
04/2016;"LINEA 269";1778940
04/2016;"LINEA 271";1044113
04/2016;"LINEA 273";1343512
04/2016;"LINEA 275";861347
04/2016;"LINEA 276";1101468
04/2016;"LINEA 277";300993
04/2016;"LINEA 278";1429060
04/2016;"LINEA 28";2435474
04/2016;"LINEA 281";534635
04/2016;"LINEA 283";1007371
04/2016;"LINEA 284";354450
04/2016;"LINEA 288";324629
04/2016;"LINEA 289";680514
04/2016;"LINEA 29";1242196
04/2016;"LINEA 291";769833
04/2016;"LINEA 293A";523163
04/2016;"LINEA 293B";297166
04/2016;"LINEA 295";431352
04/2016;"LINEA 297";396648
04/2016;"LINEA 298";958949
04/2016;"LINEA 299";568561
04/2016;"LINEA 300";615540
04/2016;"LINEA 302";648385
04/2016;"LINEA 303";917048
04/2016;"LINEA 304";1300079
04/2016;"LINEA 306";1980884
04/2016;"LINEA 307";1168340
04/2016;"LINEA 310";294430
04/2016;"LINEA 311";860683
04/2016;"LINEA 312";1238393
04/2016;"LINEA 313";90307
04/2016;"LINEA 314";1540511
04/2016;"LINEA 315";686663
04/2016;"LINEA 317";591574
04/2016;"LINEA 318";1912000
04/2016;"LINEA 320";176703
04/2016;"LINEA 321";169230
04/2016;"LINEA 322";524806
04/2016;"LINEA 323";725297
04/2016;"LINEA 324";2667094
04/2016;"LINEA 325";378062
04/2016;"LINEA 326";245158
04/2016;"LINEA 327";589687
04/2016;"LINEA 328";853496
04/2016;"LINEA 329";456269
04/2016;"LINEA 32A";354168
04/2016;"LINEA 33";1262443
04/2016;"LINEA 333";643406
04/2016;"LINEA 336";273790
04/2016;"LINEA 338";1971466
04/2016;"LINEA 34";1317678
04/2016;"LINEA 340";2343
04/2016;"LINEA 341";1447299
04/2016;"LINEA 343";1505099
04/2016;"LINEA 350";564798
04/2016;"LINEA 354";1026815
04/2016;"LINEA 355";60731
04/2016;"LINEA 36";542177
04/2016;"LINEA 365";2716245
04/2016;"LINEA 37";1465810
04/2016;"LINEA 370";301388
04/2016;"LINEA 371";1082869
04/2016;"LINEA 372";196074
04/2016;"LINEA 373";464006
04/2016;"LINEA 378";1343308
04/2016;"LINEA 379";8666
04/2016;"LINEA 382";655287
04/2016;"LINEA 383";710879
04/2016;"LINEA 384";179202
04/2016;"LINEA 385";385231
04/2016;"LINEA 386";290417
04/2016;"LINEA 388";67916
04/2016;"LINEA 39";1624867
04/2016;"LINEA 390";332713
04/2016;"LINEA 391";769747
04/2016;"LINEA 392";279377
04/2016;"LINEA 394";724652
04/2016;"LINEA 395";619777
04/2016;"LINEA 4";746333
04/2016;"LINEA 403";72426
04/2016;"LINEA 404";874699
04/2016;"LINEA 405";468533
04/2016;"LINEA 406";912347
04/2016;"LINEA 407";523456
04/2016;"LINEA 41";1209477
04/2016;"LINEA 410";228223
04/2016;"LINEA 414";42468
04/2016;"LINEA 418";78144
04/2016;"LINEA 42";894010
04/2016;"LINEA 421";102032
04/2016;"LINEA 422";320792
04/2016;"LINEA 429";103226
04/2016;"LINEA 430";57878
04/2016;"LINEA 435";211700
04/2016;"LINEA 436";204236
04/2016;"LINEA 437";456952
04/2016;"LINEA 44";862596
04/2016;"LINEA 440";3304680
04/2016;"LINEA 441";604058
04/2016;"LINEA 443";79713
04/2016;"LINEA 443A";251756
04/2016;"LINEA 445";278314
04/2016;"LINEA 446";95657
04/2016;"LINEA 448";1599896
04/2016;"LINEA 449";539345
04/2016;"LINEA 45";942416
04/2016;"LINEA 46";739035
04/2016;"LINEA 461";104500
04/2016;"LINEA 462";85260
04/2016;"LINEA 463";602317
04/2016;"LINEA 464";360696
04/2016;"LINEA 47";973868
04/2016;"LINEA 49";385899
04/2016;"LINEA 5";1032079
04/2016;"LINEA 50";802451
04/2016;"LINEA 500B";26502
04/2016;"LINEA 500C";57126
04/2016;"LINEA 500D";1610794
04/2016;"LINEA 500G";685714
04/2016;"LINEA 500H";177553
04/2016;"LINEA 501 A";1628694
04/2016;"LINEA 501B";458376
04/2016;"LINEA 501C";2819858
04/2016;"LINEA 501D";52384
04/2016;"LINEA 501E";57552
04/2016;"LINEA 501F";243690
04/2016;"LINEA 501G";5311078
04/2016;"LINEA 501H";40941
04/2016;"LINEA 501I";360345
04/2016;"LINEA 502";7518
04/2016;"LINEA 502A";6834
04/2016;"LINEA 502B";51934
04/2016;"LINEA 503";405123
04/2016;"LINEA 503 B";397741
04/2016;"LINEA 503 ESTE";998997
04/2016;"LINEA 503 ESTE LA PLATA";202025
04/2016;"LINEA 503A";767870
04/2016;"LINEA 503C";42060
04/2016;"LINEA 503H (RIVAS)";121734
04/2016;"LINEA 504A";2084408
04/2016;"LINEA 504B";20616
04/2016;"LINEA 504C";125532
04/2016;"LINEA 505";482498
04/2016;"LINEA 505 D";357501
04/2016;"LINEA 505C";41910
04/2016;"LINEA 505E";9874
04/2016;"LINEA 506";213743
04/2016;"LINEA 506A";172126
04/2016;"LINEA 506B";18480
04/2016;"LINEA 506C";916230
04/2016;"LINEA 506E";163351
04/2016;"LINEA 506F";169854
04/2016;"LINEA 507";182482
04/2016;"LINEA 507B";96755
04/2016;"LINEA 508";131615
04/2016;"LINEA 508A";143445
04/2016;"LINEA 508C";32612
04/2016;"LINEA 509";168483
04/2016;"LINEA 509C";80590
04/2016;"LINEA 51";712365
04/2016;"LINEA 510A";188064
04/2016;"LINEA 510B";792668
04/2016;"LINEA 511";21774
04/2016;"LINEA 511A";4244
04/2016;"LINEA 511B";393255
04/2016;"LINEA 512";56127
04/2016;"LINEA 513";17149
04/2016;"LINEA 513A";192595
04/2016;"LINEA 514";1098153
04/2016;"LINEA 515";666389
04/2016;"LINEA 518";1305501
04/2016;"LINEA 518 LA PLATA";50506
04/2016;"LINEA 520A";730845
04/2016;"LINEA 520B";514222
04/2016;"LINEA 520C";450368
04/2016;"LINEA 521 A";253921
04/2016;"LINEA 521B";76063
04/2016;"LINEA 522";47857
04/2016;"LINEA 523";225902
04/2016;"LINEA 524";304172
04/2016;"LINEA 526";507207
04/2016;"LINEA 527";182751
04/2016;"LINEA 53";1393246
04/2016;"LINEA 532";478945
04/2016;"LINEA 540A";482495
04/2016;"LINEA 541";493564
04/2016;"LINEA 542";376471
04/2016;"LINEA 543";632681
04/2016;"LINEA 544";535114
04/2016;"LINEA 548";375323
04/2016;"LINEA 549";100674
04/2016;"LINEA 55";1138025
04/2016;"LINEA 550A";374428
